mag,err
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.651806,0.093042776
nan,nan
12.035912,0.018622968
nan,nan
8.475441,0.0021731528
nan,nan
14.173607,0.12022256
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.87645,0.068672381
13.217037,0.050916232
nan,nan
nan,nan
nan,nan
14.749771,0.11385194
nan,nan
nan,nan
nan,nan
nan,nan
12.822277,0.036228951
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
9.612751,0.0036135544
14.854725,0.15900153
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
12.637543,0.027059326
12.854374,0.038297493
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.015457,0.04882
nan,nan
nan,nan
nan,nan
nan,nan
11.683525,0.017696492
nan,nan
nan,nan
nan,nan
11.692978,0.016396616
nan,nan
14.498283,0.22392765
nan,nan
nan,nan
nan,nan
nan,nan
15.32338,0.38310841
14.51062,0.14926209
nan,nan
nan,nan
nan,nan
13.74556,0.077786684
13.269119,0.06140836
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.831642,0.066041261
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.408775,0.19264893
nan,nan
nan,nan
12.073242,0.020864062
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
12.266243,0.028997261
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
12.796448,0.032005318
14.280201,0.091260411
13.644089,0.059234977
11.563545,0.018604979
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.75948,0.15854904
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
15.113266,0.17272989
nan,nan
14.62912,0.13802716
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.778725,0.12348063
nan,nan
nan,nan
15.019218,0.16457252
nan,nan
nan,nan
nan,nan
14.521896,0.11411065
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
11.523064,0.018899452
14.911991,0.13189501
nan,nan
nan,nan
14.892418,0.15113713
nan,nan
nan,nan
nan,nan
nan,nan
12.921249,0.033284161
nan,nan
13.79435,0.070953429
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.192268,0.14272621
nan,nan
15.394276,0.37825102
nan,nan
9.1965752,0.0030224933
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.228561,0.039506979
nan,nan
nan,nan
nan,nan
nan,nan
14.370766,0.13328569
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
12.130157,0.015351862
nan,nan
nan,nan
nan,nan
13.837906,0.069261253
nan,nan
14.583717,0.12698947
12.481995,0.019854508
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.234497,0.078135177
14.769165,0.126165
nan,nan
14.931931,0.14342004
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.101494,0.077735648
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
11.574509,0.012096317
nan,nan
nan,nan
13.893456,0.095219776
nan,nan
nan,nan
nan,nan
13.412422,0.061531018
nan,nan
10.945938,0.0083127795
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
15.036396,0.18707605
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
12.83392,0.046289124
14.62569,0.14248167
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.754978,0.14396113
10.523895,0.0065486562
13.993919,0.073205478
nan,nan
nan,nan
12.575874,0.022557955
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
15.203171,0.1786453
14.557861,0.11413763
13.547638,0.060629047
nan,nan
nan,nan
14.975468,0.2121419
13.393539,0.036915068
nan,nan
14.421875,0.12135607
nan,nan
nan,nan
13.367897,0.057479888
nan,nan
nan,nan
14.286713,0.19791578
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.477303,0.046850823
nan,nan
nan,nan
15.042679,0.16239484
13.988373,0.1041913
nan,nan
14.545502,0.10516548
nan,nan
nan,nan
12.928493,0.047538623
nan,nan
nan,nan
nan,nan
nan,nan
14.521156,0.18189123
11.031136,0.013417089
14.023285,0.16011398
nan,nan
13.057899,0.11110959
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.128998,0.12360255
nan,nan
nan,nan
14.78553,0.2220861
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.223022,0.079332784
nan,nan
nan,nan
nan,nan
nan,nan
12.328896,0.024133069
nan,nan
14.785042,0.23757367
nan,nan
nan,nan
13.289131,0.056415912
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.223015,0.15772693
14.512566,0.12256285
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.925316,0.18717571
14.61953,0.13150829
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
12.196693,0.017673843
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.884285,0.20282249
nan,nan
nan,nan
nan,nan
nan,nan
10.348328,0.005613815
nan,nan
nan,nan
nan,nan
nan,nan
14.359055,0.12300893
nan,nan
nan,nan
12.336861,0.029966153
nan,nan
nan,nan
10.721848,0.0068470263
14.581253,0.12591173
nan,nan
nan,nan
15.203156,0.25226143
nan,nan
nan,nan
14.255684,0.17885534
14.605408,0.14754987
nan,nan
nan,nan
11.296646,0.016551655
12.948792,0.047337044
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.399864,0.058606185
nan,nan
12.410797,0.043651484
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.249325,0.040033627
nan,nan
nan,nan
nan,nan
nan,nan
15.057976,0.20806441
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.595184,0.1064197
nan,nan
15.237434,0.18487138
nan,nan
14.377663,0.12092675
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
11.47068,0.021178847
12.991997,0.081713438
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.929489,0.13188051
nan,nan
14.721306,0.13092847
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.304794,0.054967985
14.462318,0.095121562
nan,nan
nan,nan
14.13063,0.097661994
nan,nan
14.867004,0.20967644
nan,nan
nan,nan
14.109657,0.10896667
nan,nan
nan,nan
nan,nan
nan,nan
14.490635,0.10271791
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
12.852432,0.03267308
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
12.295528,0.017874377
12.998039,0.043328151
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.396973,0.049970627
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.757996,0.1314456
nan,nan
nan,nan
nan,nan
9.6113968,0.0038988974
12.883202,0.040624931
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.178249,0.16180202
14.003525,0.12858391
16.173141,0.8858186
nan,nan
nan,nan
